gene_id,sampleA,sampleB,baseMeanA,baseMeanB,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BOP1,S,C,371.233095,288.2290505,329.7310728,0.363872088,0.145035079,2.508855722,0.012112294,0.14003356
FIS1,S,C,174.7380401,235.3751128,205.0565764,-0.42712707,0.170259944,-2.508676198,0.012118451,0.14003356
LOC116955545,S,C,201.472491,272.6754483,237.0739696,-0.436641472,0.174063729,-2.508514977,0.012123983,0.14003356
LOC116955733,S,C,58.09323113,88.09703699,73.09513406,-0.60295917,0.240581109,-2.506261496,0.012201534,0.14074838
MAP1LC3A,S,C,8.726851227,21.02845647,14.87765385,-1.260532365,0.503113351,-2.505463954,0.012229086,1
LOC116954436,S,C,42.69740602,73.21817874,57.95779238,-0.767150065,0.306287337,-2.504674445,0.012256415,0.141048508
STT3A,S,C,3238.215702,2649.906341,2944.061021,0.288965021,0.115386148,2.504330257,0.012268346,0.141048508
LOC116950149,S,C,6563.618797,5513.30685,6038.462824,0.251546752,0.100481507,2.503413416,0.012300177,0.141048508
MELK,S,C,362.7797967,457.0634525,409.9216246,-0.333461177,0.133207561,-2.503320195,0.012303418,0.141048508
EIF3L,S,C,4003.98908,3274.607987,3639.298533,0.289971508,0.115838249,2.503244925,0.012306035,0.141048508
NCBP1,S,C,2201.074419,1804.775483,2002.924951,0.286054672,0.114318064,2.502270081,0.012339975,0.141257342
LOC116939927,S,C,16.83159247,33.20298253,25.0172875,-0.972007892,0.388548988,-2.501635375,0.012362117,0.141330768
ABHD12,S,C,14.98123456,31.25612544,23.11868,-1.045865223,0.418271189,-2.500447674,0.012403646,1
SDHD,S,C,1136.004246,905.9679712,1020.986108,0.325840763,0.130325758,2.500202319,0.01241224,0.141531085
LOC116939645,S,C,335.5073393,256.5660213,296.0366803,0.387334355,0.15494903,2.499753334,0.012427981,0.141531085
DYNLRB1,S,C,6184.631946,4812.135494,5498.38372,0.361838386,0.144788863,2.499076084,0.012451757,0.141531085
LOC116944395,S,C,244.3319293,322.3043659,283.3181476,-0.397884138,0.159218539,-2.498981219,0.012455091,0.141531085
PICK1,S,C,773.4504754,939.9835864,856.7170309,-0.281112728,0.112495157,-2.498887382,0.01245839,0.141531085
LOC116937833,S,C,67.63859775,106.1989717,86.91878475,-0.643364275,0.257568676,-2.497835858,0.012495404,0.141670582
LOC116943326,S,C,20.08365296,37.01656684,28.5501099,-0.882952673,0.353514352,-2.497643075,0.0125022,0.141670582
LOC116954777,S,C,1172.348614,1448.782307,1310.56546,-0.305078768,0.122179636,-2.496969037,0.012525989,0.141761386
CCDC171,S,C,450.4254315,583.0463207,516.7358761,-0.370288427,0.148349657,-2.496051784,0.012558427,0.141771823
PCNP,S,C,387.6320875,289.9296649,338.7808762,0.416839717,0.167007103,2.495940056,0.012562383,0.141771823
RWDD1,S,C,686.9425626,549.1989735,618.0707681,0.322168356,0.129098201,2.495529399,0.012576933,0.141771823
LOC116943041,S,C,77.70128455,49.92912556,63.81520505,0.636229949,0.254985588,2.495160427,0.012590019,0.141771823
ROPN1L,S,C,2230.194293,1782.369552,2006.281923,0.323142023,0.12954233,2.494489817,0.012613835,0.141862225
DIXDC1,S,C,620.5345567,774.1366492,697.335603,-0.318206038,0.127588819,-2.493996272,0.012631387,0.141882056
CTSF,S,C,58.15572135,90.52831244,74.34201689,-0.631645389,0.253382244,-2.492855772,0.012672031,0.141942766
LOC116950914,S,C,112.1818952,154.9029868,133.542441,-0.463869206,0.186093535,-2.492666965,0.01267877,0.141942766
LOC116944399,S,C,1965.522755,1593.440292,1779.481524,0.302357118,0.121306014,2.492515486,0.01268418,0.141942766
LOC116952401,S,C,322.2188968,414.3813481,368.3001225,-0.362419858,0.145495038,-2.490943078,0.012740453,0.142203886
QTRT1,S,C,332.287448,256.3883351,294.3378916,0.37360484,0.15000158,2.490672702,0.012750151,0.142203886
LOC116943138,S,C,112.9149697,157.5047878,135.2098787,-0.480902105,0.193099433,-2.490437686,0.012758587,0.142203886
CHIC2,S,C,32.76109952,61.65069527,47.20589739,-0.911494025,0.366047559,-2.490097262,0.012770814,0.142203886
LOC116955776,S,C,301.8269262,232.4937886,267.1603574,0.375020481,0.150632662,2.489635882,0.012787403,0.142212377
COL6A2,S,C,117.9151086,163.2509962,140.5830524,-0.467237543,0.187857712,-2.487188509,0.012875715,0.143017525
UXS1,S,C,277.7094163,355.12731,316.4183631,-0.35520607,0.142921841,-2.485316928,0.012943614,0.14359422
LOC116955425,S,C,3.437660218,11.68073362,7.55919692,-1.77509818,0.714291695,-2.485116644,0.012950899,1
LOC116944600,S,C,3856.009429,4661.447359,4258.728394,-0.273510972,0.110078339,-2.484693853,0.012966289,0.143649753
LOC116942056,S,C,904.4244191,1120.038064,1012.231241,-0.307926778,0.123949046,-2.48430132,0.012980592,0.143649753
RAB43,S,C,11.83622827,25.5145784,18.67540334,-1.106526317,0.445490898,-2.483835973,0.012997566,1
LOC116941509,S,C,65.10660209,39.04334934,52.07497571,0.735769504,0.296305069,2.48314856,0.013022676,0.143938217
LOC116942432,S,C,488.3979615,365.0656938,426.7318277,0.418070435,0.168407064,2.482499402,0.013046429,0.144023597
STYX,S,C,1179.662504,1465.789457,1322.725981,-0.312706974,0.126033068,-2.481150209,0.013095917,0.144392532
LOC116938279,S,C,23.14525571,10.05002697,16.59764134,1.195359643,0.482156335,2.47919514,0.013167924,1
ABCF1,S,C,3670.83467,3001.353607,3336.094139,0.29027771,0.117128543,2.478283274,0.013201629,0.1453797
LOC116939382,S,C,1142.179219,932.3998108,1037.289515,0.292241161,0.117944215,2.477791398,0.013219841,0.14540207
LOC116954199,S,C,136.4767701,97.51551563,116.9961429,0.485187971,0.195913482,2.476542022,0.013266201,0.145539976
LOC116948505,S,C,160.859515,217.5198733,189.1896941,-0.432155048,0.174522182,-2.47621845,0.013278231,0.145539976
ZZEF1,S,C,170.8785269,238.2338888,204.5562079,-0.478568587,0.193271644,-2.476144855,0.013280968,0.145539976
RAE1,S,C,1365.706625,1122.698287,1244.202456,0.282302536,0.11407945,2.474613401,0.013338047,0.145987441
LOC116949697,S,C,269.1613753,348.0917966,308.6265859,-0.370786565,0.14991767,-2.473267929,0.013388373,0.146280846
LOC116946089,S,C,236.5257669,173.2629928,204.8943799,0.447121275,0.180826287,2.472656404,0.013411302,0.146280846
LOC116952097,S,C,30.34612197,52.91427453,41.63019825,-0.794961147,0.32150913,-2.472592758,0.01341369,0.146280846
LOC116943756,S,C,2498.728244,2009.57172,2254.149982,0.313887966,0.127015881,2.471249758,0.013464175,0.146653423
SLC25A36,S,C,184.6087879,137.8831459,161.2459669,0.420711918,0.17035546,2.469612183,0.01352596,0.147038335
LRRC27,S,C,473.9084404,359.5276324,416.7180364,0.397139262,0.160821189,2.469446123,0.013532239,0.147038335
LOC116942803,S,C,170.0069044,230.7524913,200.3796979,-0.439106783,0.177896754,-2.468323751,0.013574748,0.147322087
LOC116948603,S,C,1377.895547,1085.760505,1231.828026,0.343082406,0.139036181,2.46757646,0.013603117,0.147451877
LOC116939084,S,C,2622.839958,2128.960025,2375.899992,0.300685825,0.121878885,2.467087106,0.013621722,0.147475652
DUSP1,S,C,102.7918073,66.2449598,84.51838356,0.628254979,0.254702591,2.466621859,0.013639431,0.147489684
REST,S,C,231.6169579,298.8065966,265.2117773,-0.367193515,0.149092814,-2.462851868,0.013783685,0.148870425
LOC116939777,S,C,173593.3297,144696.5556,159144.9427,0.262677635,0.106697799,2.461884287,0.013820925,0.149093434
LOC116957231,S,C,64.93761386,100.5772362,82.75742504,-0.624638787,0.253785926,-2.461282215,0.013844142,0.14916482
LOC116946028,S,C,384.51073,485.2709801,434.890855,-0.334556792,0.13610672,-2.458047562,0.013969467,0.150180295
BAIAP3,S,C,2303.449315,2916.408934,2609.929125,-0.340012839,0.138353011,-2.457574554,0.013987877,0.150180295
LOC116954188,S,C,54.22171476,82.37252858,68.29712167,-0.605614965,0.246429585,-2.457557865,0.013988527,0.150180295
LOC116942458,S,C,2834.68887,2338.002413,2586.345642,0.277632848,0.112997933,2.456972789,0.01401133,0.150245597
TEX47,S,C,2608.525173,2109.985918,2359.255546,0.305696889,0.124485264,2.455687365,0.014061543,0.15060432
LOC116939584,S,C,781.167016,619.1218521,700.1444341,0.334767959,0.136368948,2.454869415,0.014093577,0.150767722
LOC116941577,S,C,158.5125856,211.1831058,184.8478457,-0.412013587,0.168029809,-2.45202675,0.01420541,0.151652392
LOC116939048,S,C,191.6259273,139.1909363,165.4084318,0.458078822,0.186861935,2.451429293,0.014229014,0.151652392
LOC116936955,S,C,137.1438943,91.49224606,114.3180702,0.579399631,0.236378825,2.451148621,0.014240114,0.151652392
LOC116954780,S,C,22.02618267,40.29146054,31.1588216,-0.86867267,0.354407524,-2.451055945,0.014243781,0.151652392
LOC116947393,S,C,1173.694723,963.9381114,1068.816417,0.283545324,0.115747788,2.449682438,0.014298226,0.151897297
LOC116950842,S,C,832.1332084,669.2298901,750.6815492,0.314115995,0.128230349,2.449622861,0.014300591,0.151897297
LOC116953593,S,C,995.0682619,739.8696192,867.4689405,0.426487227,0.174181985,2.448515132,0.01434464,0.152117004
AKIRIN2,S,C,3747.046588,3115.016345,3431.031466,0.266360074,0.108796032,2.448251727,0.014355132,0.152117004
RPS20,S,C,10185.73395,7969.980518,9077.857234,0.3538878,0.144677201,2.446050915,0.01444306,0.15286848
LOC116943698,S,C,75.80167112,49.14258525,62.47212818,0.622940951,0.254791666,2.444903168,0.014489104,0.153050612
PLXNA1,S,C,271.6035222,346.9028677,309.2531949,-0.353022605,0.144398928,-2.444773034,0.014494332,0.153050612
LOC116947001,S,C,33.72606674,55.55235915,44.63921294,-0.72097235,0.295051858,-2.443544515,0.014543775,0.153359271
METTL21A,S,C,36.40527277,19.51811644,27.96169461,0.895941061,0.366708139,2.443199282,0.014557696,0.153359271
DDX6,S,C,4166.781673,4999.512758,4583.147216,-0.262689135,0.107700633,-2.4390677,0.014725209,0.154506746
NSL1,S,C,1758.33072,1443.06959,1600.700155,0.285032406,0.116874737,2.438785423,0.014736716,0.154506746
LOC116951429,S,C,65.09878161,41.5253388,53.31206021,0.649566909,0.266391251,2.438394303,0.014752672,0.154506746
LOC116947577,S,C,1260.102311,1046.729819,1153.416065,0.267870776,0.109858005,2.438336431,0.014755035,0.154506746
TMEM64,S,C,332.7841028,425.6607964,379.2224496,-0.354024833,0.145198232,-2.438217248,0.014759901,0.154506746
RPP30,S,C,266.7307113,195.7664114,231.2485614,0.442744019,0.181603165,2.437975237,0.014769786,0.154506746
LOC116946172,S,C,690.9535048,540.8322229,615.8928639,0.352165254,0.14449628,2.437192524,0.014801796,0.154661561
LOC116944870,S,C,198.8313432,259.6636237,229.2474834,-0.385059457,0.158071688,-2.435979921,0.014851509,0.155000765
ATP13A3,S,C,30.75937314,51.03161186,40.8954925,-0.733343955,0.301148355,-2.435158427,0.014885271,0.155018371
GTF2H1,S,C,725.6288731,589.6140083,657.6214407,0.299207406,0.122872767,2.435099434,0.014887698,0.155018371
DNAL1,S,C,2352.313528,1975.471249,2163.892388,0.251724835,0.103409042,2.434263295,0.014922136,0.155197125
GOLGA7,S,C,515.5499863,406.2646094,460.9072978,0.342828933,0.140904073,2.433066166,0.014971565,0.155531192
DNALI1,S,C,5079.623315,4266.493116,4673.058215,0.251646814,0.103488387,2.431643029,0.015030513,0.155963264
EPAS1,S,C,7.315432594,19.36838521,13.3419089,-1.385053803,0.569836761,-2.430615041,0.01507322,1
PPP1R42,S,C,2843.527402,2243.685278,2543.60634,0.341437912,0.140609431,2.428271767,0.01517097,0.157177424
LOC116942684,S,C,1246.174224,1031.081101,1138.627663,0.273345008,0.112580497,2.427996099,0.015182507,0.157177424
LOC116940575,S,C,1457.792355,1171.49692,1314.644637,0.314978092,0.129774319,2.427121899,0.015219141,0.157375378
LOC116945176,S,C,332.7282829,419.337465,376.032874,-0.33258184,0.137076526,-2.426249405,0.015255782,0.157572941
ST7,S,C,1418.328466,1148.393071,1283.360769,0.304027638,0.125369909,2.425044731,0.015306501,0.157915287
SGTA,S,C,1476.355785,1171.027583,1323.691684,0.333556882,0.137591992,2.424246334,0.015340196,0.158025741
LOC103091825,S,C,159.32577,117.1098018,138.2177859,0.442385109,0.182505265,2.42395806,0.015352378,0.158025741
WDR46,S,C,616.9869403,493.5560143,555.2714773,0.321736346,0.132850737,2.421788194,0.015444349,0.158722959
LOC116939061,S,C,314.2421231,426.6406002,370.4413617,-0.441368711,0.182268733,-2.421527288,0.015455441,0.158722959
LOC116942074,S,C,6.090869812,15.94205777,11.01646379,-1.383299783,0.571400246,-2.420894623,0.015482365,1
LOC116945635,S,C,383.3923569,297.8170605,340.6047087,0.363132586,0.150137226,2.418671205,0.015577313,0.159791937
NDUFB7,S,C,2147.521843,1206.593979,1677.057911,0.831557244,0.343887353,2.418109412,0.015601385,0.15985638
LOC116944636,S,C,9.217475036,2.267113845,5.742294441,2.019614751,0.835354212,2.417674709,0.015620034,1
TMEM231,S,C,363.6766703,264.3243332,314.0005017,0.457915272,0.189441297,2.41718823,0.015640927,0.160079004
AFG1L,S,C,423.4263057,327.4762059,375.4512558,0.368601869,0.152633281,2.414950829,0.015737334,0.160880809
NSA2,S,C,2215.444206,1831.800415,2023.62231,0.27412107,0.113529296,2.414540394,0.015755076,0.160880809
DERA,S,C,462.8794717,359.2346941,411.0570829,0.363771264,0.150743014,2.41318821,0.015813651,0.161092902
CLPB,S,C,619.5777183,503.4890796,561.533399,0.299408503,0.124086982,2.412892133,0.015826503,0.161092902
TP53RK,S,C,322.9462487,246.609911,284.7780799,0.38685173,0.16033177,2.412820173,0.015829627,0.161092902
PSMB3,S,C,1511.746037,1204.884573,1358.315305,0.327085067,0.135617076,2.411828036,0.015872766,0.16129845
LOC116940665,S,C,37.14892779,59.48631007,48.31761893,-0.680161645,0.282050042,-2.411492794,0.015887366,0.16129845
PGAM5,S,C,251.4792155,181.6053466,216.542281,0.46853014,0.194320652,2.411118612,0.015903675,0.16129845
ASPSCR1,S,C,1844.169619,1509.829334,1676.999476,0.288154135,0.119556241,2.410197359,0.015943893,0.16152404
RPA3,S,C,1847.974264,2334.165425,2091.069845,-0.33656695,0.139702838,-2.409163298,0.015989142,0.161800034
LOC116943357,S,C,475.2767177,365.9763564,420.6265371,0.37523274,0.155826588,2.408014864,0.016039528,0.161953252
MSH6,S,C,596.4273795,728.8143116,662.6208455,-0.28877512,0.11992339,-2.407996637,0.016040329,0.161953252
LOC116949658,S,C,196.2896315,138.1721381,167.2308848,0.503620369,0.209315464,2.406035174,0.016126712,0.162642686
RHBDD1,S,C,108.3225239,150.0077105,129.1651172,-0.466845248,0.194104435,-2.40512406,0.016166976,0.16281882
PWWP2B,S,C,473.2577613,591.5002664,532.3790138,-0.320975703,0.133471797,-2.404820421,0.016180415,0.16281882
LOC116950268,S,C,2087.15499,1732.085905,1909.620448,0.268710981,0.111771087,2.404118877,0.016211501,0.162949154
LOC116943261,S,C,11.81657108,24.72488175,18.27072642,-1.058944797,0.440751524,-2.402589075,0.016279469,1
LOC116942449,S,C,728.8900935,594.0409921,661.4655428,0.294596831,0.122724915,2.400464744,0.016374268,0.16440131
LOC116956818,S,C,124.6895723,170.9373472,147.8134597,-0.455016659,0.189683959,-2.398814652,0.016448238,0.164841111
RPS4X,S,C,13890.34414,11151.17377,12520.75895,0.316874852,0.132104426,2.398669468,0.01645476,0.164841111
LOC116952725,S,C,52.5546108,82.17618967,67.36540024,-0.648474177,0.270411493,-2.398101386,0.016480303,0.164913143
LOC116945433,S,C,22.03980895,40.09923495,31.06952195,-0.869683599,0.36277582,-2.397303104,0.016516255,0.164983199
MARCHF5,S,C,533.9712041,416.3658914,475.1685478,0.357718348,0.149250484,2.39676508,0.016540525,0.164983199
LOC116954802,S,C,132.1936503,92.56797601,112.3808131,0.50924299,0.212523191,2.396176094,0.016567129,0.164983199
LOC116947402,S,C,78.12910979,111.5165322,94.82282098,-0.516869794,0.215745729,-2.395735926,0.016587036,0.164983199
LOC116951662,S,C,1325.55823,1076.116156,1200.837193,0.30034427,0.125375372,2.395560344,0.016594982,0.164983199
LOC116954480,S,C,7639.882972,6051.453411,6845.668191,0.336129122,0.140316571,2.395505525,0.016597464,0.164983199
EXOSC10,S,C,1126.267617,887.1190829,1006.69335,0.3435177,0.143447835,2.394722102,0.016632966,0.165015776
SACS,S,C,321.3770391,442.859069,382.1180541,-0.462276139,0.193047577,-2.394622856,0.016637469,0.165015776
LOC116945865,S,C,2500.767465,3068.755636,2784.761551,-0.2951326,0.123307757,-2.393463382,0.016690147,0.165183225
LOC116938619,S,C,162.5204234,114.0844091,138.3024162,0.506879388,0.211778422,2.393442089,0.016691116,0.165183225
LOC116946895,S,C,2165.755358,2613.892873,2389.824115,-0.271103406,0.113311892,-2.392541521,0.016732135,0.165407
LOC116941504,S,C,316.6018956,415.4666496,366.0342726,-0.38983815,0.162968916,-2.392101261,0.01675222,0.165423568
LRRC57,S,C,439.265264,335.3577343,387.3114992,0.387366439,0.162041897,2.390532614,0.016823955,0.16594957
GTF2B,S,C,983.7579029,794.8715168,889.3147099,0.307232499,0.128552644,2.389935281,0.016851342,0.166037455
LOC116954643,S,C,122.5184433,87.28113207,104.8997877,0.490445333,0.205345324,2.388392999,0.016922235,0.166420271
LOC116957291,S,C,1091.807937,527.2016216,809.5047791,1.049952929,0.439744684,2.387642119,0.016956845,0.166420271
ACADM,S,C,1333.36707,1098.93343,1216.15025,0.27866605,0.116715466,2.387567485,0.016960289,0.166420271
LOC116949549,S,C,8433.337314,7024.3912,7728.864257,0.263647775,0.110429261,2.387481118,0.016964274,0.166420271
ARMH3,S,C,581.6721883,430.4643181,506.0682532,0.433032846,0.181481394,2.386100504,0.017028097,0.166864207
MTX2,S,C,752.7637302,611.962033,682.3628816,0.298312025,0.125140065,2.383825072,0.017133745,0.167716589
PI4KA,S,C,1004.332465,821.4115433,912.8720043,0.289666257,0.12154149,2.383270587,0.017159576,0.167786672
LOC116956127,S,C,149.3404331,101.9009178,125.6206755,0.547550612,0.229849025,2.38221855,0.017208681,0.168083921
LOC116957236,S,C,19.7136264,37.59233785,28.65298213,-0.928607066,0.389915158,-2.381561854,0.017239395,0.168091998
LOC116943490,S,C,635.6384051,508.0807359,571.8595705,0.321908616,0.135183844,2.381265446,0.017253274,0.168091998
LOC116937808,S,C,419.5937726,304.4922266,362.0429996,0.460174618,0.193298532,2.380642066,0.017282496,0.168091998
LSM6,S,C,835.129052,663.1241748,749.1266134,0.331708278,0.139343685,2.380504557,0.017288947,0.168091998
PDZD11,S,C,171.8248453,119.9309424,145.8778938,0.514100743,0.215990167,2.380204387,0.017303038,0.168091998
LOC116941910,S,C,107.5888933,147.9071621,127.7480277,-0.460919193,0.19374071,-2.379051841,0.017357235,0.168436405
LOC116952774,S,C,109.2212325,150.5825315,129.901882,-0.460117596,0.193499662,-2.377872864,0.017412828,0.16879361
LOC116957702,S,C,45.14809605,70.86081542,58.00445574,-0.649192879,0.27315499,-2.376646604,0.017470817,0.169173237
DNAH6,S,C,6474.481405,7982.519592,7228.500499,-0.302028057,0.127148976,-2.375387254,0.017530547,0.169568888
LOC116948907,S,C,10.22198174,22.09706995,16.15952584,-1.11363955,0.46932848,-2.372836078,0.017652096,1
RPL32,S,C,31491.80545,25451.37787,28471.59166,0.307229907,0.129664636,2.369419418,0.017816037,0.172100814
C14H11orf98,S,C,526.6015389,402.4515289,464.5265339,0.386915939,0.163316515,2.369117048,0.01783061,0.172100814
C50H9orf16,S,C,195.3361927,146.7136738,171.0249332,0.411596384,0.173766294,2.368677913,0.017851792,0.17212039
RPL18A,S,C,1974.620318,1569.756141,1772.188229,0.330817699,0.139728254,2.367579142,0.01790489,0.172290042
LOC116950750,S,C,111.5806153,153.784565,132.6825902,-0.461308446,0.194901754,-2.366876836,0.017938902,0.172290042
MAEA,S,C,1146.170279,903.658363,1024.914321,0.342203885,0.144593039,2.366669161,0.01794897,0.172290042
MRPL36,S,C,42.1690323,24.25805011,33.21354121,0.795122757,0.335991757,2.366494834,0.017957425,0.172290042
ZFX,S,C,1724.787888,1417.613778,1571.200833,0.282420893,0.119351943,2.366286515,0.017967533,0.172290042
RSPRY1,S,C,157.4589066,214.1824947,185.8207006,-0.443630447,0.187507168,-2.365938599,0.017984427,0.172290042
